created,duration,id,name,status,time,local_date,local_time,updated,utc_offset,waitlist_count,yes_rsvp_count,link,description,how_to_find_us,visibility,comment_count,rsvp_limit,rsvp_close_offset,rsvp_open_offset,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.city,venue.country,venue.localized_country_name,venue.address_2,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,group.localized_location,group.region,photo_album.id,photo_album.title,photo_album.photo_count,photo_album.photo_sample,manual_attendance_count,venue.zip,venue.state,venue.phone,fee.accepts,fee.amount,fee.currency,fee.description,fee.label,fee.required
145429167e4,10800000,228513084,Launch Event! R-Ladies Coding Club Meetup (London),past,14571162e5,2016-03-04,18:30,1457257935e3,0,0,118,https://www.meetup.com/rladies-london/events/228513084/,"<p><b>Join us for the</b> <b>launch of London's first R community for Women!!</b> </p> <p>This is an open forum evening, with short intro to R, informal discussion, sharing ideas &amp; experiences, networking &amp; pizza!!</p> <p><br/>Know other women interested in R? Bring them along as your guests :)</p> <p><b>Looking forward to meeting you and developing a new coding community!!<br/></b></p> <p>----------------------------------------------------------------------- </p> <p><br/><b>Schedule:</b></p> <p>• 6:00pm: doors open</p> <p>• 6:30pm: snacks &amp; drinks &amp; networking</p> <p>• 7:00pm-8:00pm: Intro to Meetup/R &amp; informal discussion</p> <p>• 8:00pm onwards: pizza &amp; drinks &amp; networking</p> <p>-----------------------------------------------------------------------</p> <p><br/><b>UPDATE[masked]</b>: following fantastic response to this event I've secured <b>a larger venue</b> (thanks Google!) to accommodate everyone more comfortably :) The date has necessarily had to shift to the <b>Friday</b> of the original week, but what better way to relax than with a drink, fresh pizza and R chat!! </p> <p><img src=""http://photos4.meetupstatic.com/photos/event/8/1/5/c/600_446913116.jpeg"" /></p> ",Ground Floor,public,11,,,,6858902,Google Campus,51.52272415161133,-0.08481699973344803,FALSE,4-5 BONHILL STREET LONDON EC2A 4BX,London,gb,United Kingdom,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
1455820198e3,7200000,228952059,Monthly R Coding Workshop!! (Novice-level),past,14587578e5,2016-03-23,18:30,1458866848e3,0,0,67,https://www.meetup.com/rladies-london/events/228952059/,"<p>R-Ladies Coding Club's first hands-on programming meetup!! Get your (free) ticket to attend on Eventbrite <a href=""https://www.eventbrite.com/e/r-ladies-coding-club-march-workshop-for-r-novices-tickets-22670316527"">here</a>.</p> <p>Bringing your own laptops, Novice R users are invited to this hands-on, instructor-led session to work through a selection of R functionality (geocharts, ggplot2, hierarchical clustering). Participants will pick up &amp; take away new coding skills that are relevant &amp; transferable, with direct applications. </p> <p>Workshop code-only material now available on RPubs <a href=""http://rpubs.com/crt34/march_workshop-code"">here</a> - full tutorial provided during the session!</p> <p>--------------------------------------------------------</p> <p><b>Schedule</b>:</p> <p><b>6pm</b>: Doors Open</p> <p><b>[masked]pm</b>: Workshop (1st half)</p> <p><b>[masked]pm</b>: Break</p> <p><b>[masked]pm</b>: Workshop (2nd half)</p> <p><b>8.15pm+</b>: Q&amp;A, event close</p> <p>---------------------------------------------------------</p> ","From the main building entrance with the central reception desk in front of you, turn right for the IDEA venue.",public,17,70,PT24H,,23712496,IDEA London,51.52204513549805,-0.08454500138759613,FALSE,69 Wilson St,London,gb,United Kingdom,EC2A 2BB,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
1459177284e3,14400000,229934054,April 5th Drop-In Session for Absolute R Beginners!!,past,14598738e5,2016-04-05,17:30,1459889124e3,3600000,0,31,https://www.meetup.com/rladies-london/events/229934054/,"<p><b>The R-Ladies Coding Club's first drop-in session for Absolute R Beginners!!</b></p> <p>This informal consultative evening held in Shoreditch is an opportunity for anyone completely new to R to get started. Bring your laptop and we'll help you get up and running with the software, walk you through R programming basics, help with R coding FAQs, point you to relevant learning resources, and any other fundamental R questions you may have.</p> <p><b>Just bring yourselves, and your laptop!!</b></p> <p>


For this casual event, you can indicate your attendance using Meetup RSVP!</p> <p>(There is also a public <a href=""https://www.eventbrite.com/e/r-ladies-coding-club-drop-in-for-absolute-r-beginners-tickets-24231959443"">Eventbrite listing</a>, either way of indicating is fine :))</p> <p>Any Mentors available to help would be fantastic :)</p> <p><b>Note</b>: this drop-in session is solely to support general R learning for new or aspiring users. Gatecrashers looking for someone to do their academic or professional R work for them are unequivocally NOT WELCOME!! Thanks for your understanding :)</p> ",,public,15,,,,23712496,IDEA London,51.52204513549805,-0.08454500138759613,FALSE,69 Wilson St,London,gb,United Kingdom,EC2A 2BB,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
145800897e4,7200000,229597667,April Monthly R Workshop!! (up to Intermediate-level),past,14611734e5,2016-04-20,18:30,1461426822e3,3600000,0,46,https://www.meetup.com/rladies-london/events/229597667/,"<p>The R-Ladies Coding Club's monthly April event - get ready for some data.table!! <b>Workshop starts at 6.30pm prompt</b>.</p> <p><b>Audience</b>: whilst the event is aimed at R learners from Novice to Intermediate-level, everyone is welcome, regardless of proficiency or gender :)</p> <p>Entry by Eventbrite ticket only! Get your free entrance here, <b>registration closes midnight Tuesday 19th</b>:</p> <p><a href=""https://www.eventbrite.com/e/r-ladies-coding-club-april-r-workshop-up-to-intermediate-level-tickets-23094010808""><a href=""https://www.eventbrite.com/e/r-ladies-coding-club-april-r-workshop-up-to-intermediate-level-tickets-23094010808"" class=""linkified"">https://www.eventbrite.com/e/r-ladies-coding-club-april-r-workshop-up-to-intermediate-level-tickets-23094010808</a></a></p> <p>This is a public event, so guests are welcome and can procure their own ticket.</p> <p><b>LAPTOPS</b> required! Please charge up beforehand and ensure your R &amp; RStudio is working.</p> <p><b>data.table workshop available HERE</b>: <a href=""http://rpubs.com/rlkirkham/172678"" class=""linkified"">http://rpubs.com/rlkirkham/172678</a></p> <p><b>Directions</b>: come to the NAO main gate on Buckingham Palace Rd. to get signed-in at reception, where you should see the Auditorium entrance.</p> ",,public,21,,PT18H30M,,1603678,National Audit Office,51.492218017578125,-0.14802299439907074,FALSE,157-197 Buckingham Palace Road,London,gb,United Kingdom,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
1458342173e3,9000000,229700583,May Event - The Tour de R!! (Novice-level+) + PIZZA,past,14635044e5,2016-05-17,18:00,1463692379e3,3600000,0,61,https://www.meetup.com/rladies-london/events/229700583/,"<p>The R-Ladies Coding Club's May Event is going to take you on a whistlestop Tour of R!!</p> <p>Our fab Lady Mentors are showcasing a selection of key R functionality, including Shiny, htmlwidgets, tidyr, and markdown, to demonstrate how these packages can be applied to real data/scenarios.</p> <p><b>NO LAPTOPS!!</b> Just sit back and enjoy the show.</p> <p><br/>Doors open 6pm; <b>Event starts promptly at 6.30pm</b>!</p> <p>Come to the main entrance, get signed-in on the door, then head up to the <b>3rd floor Classroom</b>!</p> <p>----------------------------------------------------------------------------</p> <p><br/>You'll need to <b>REGISTER on Eventbrite</b> to attend (max venue capacity limits):</p> <p><a href=""https://www.eventbrite.com/e/r-ladies-coding-club-may-event-the-tour-de-r-novice-level-tickets-23271714324""><a href=""https://www.eventbrite.com/e/r-ladies-coding-club-may-event-the-tour-de-r-novice-level-tickets-23271714324"" class=""linkified"">https://www.eventbrite.com/e/r-ladies-coding-club-may-event-the-tour-de-r-novice-level-tickets-23271714324</a></a></p> <p>Do remind any guests they'll also need to register themselves on Eventbrite.</p> <p><br/>As ever, all are welcome to learn regardless of proficiency or gender!</p> <p><br/>----------------------------------------------------------------------------</p> <p>And guess who's springing for Pizza?! Everyone's favourite IDE!! Many thanks to RStudio for the sponsorship :)</p> <p><img src=""http://photos2.meetupstatic.com/photos/event/8/e/a/600_449462282.jpeg"" /></p> ",,public,5,,,,6858902,Google Campus,51.52272415161133,-0.08481699973344803,FALSE,4-5 BONHILL STREET LONDON EC2A 4BX,London,gb,United Kingdom,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
1461353333e3,9000000,230575211,June Workshop - The Most Useful R Functions!,past,146601e7,2016-06-15,18:00,1466024943e3,3600000,0,15,https://www.meetup.com/rladies-london/events/230575211/,"<p>Our June monthly event! We're going to show &amp; teach you our <b>top recommended R functions</b> that all Novice Users should understand and aim to master.</p> <p>As always, all are welcome to learn from our All-Female R Mentors regardless of gender and proficiency :) </p> <p><b>Timings</b>: 6pm is Doors Open, 6:30pm is Event Start</p> <p>Event entry is via <b>Eventbrite Registration ONLY</b>!! Sign-up here: <a href=""https://www.eventbrite.com/e/r-ladies-coding-club-june-workshop-tickets-24865722044?aff=es2"" class=""linkified"">https://www.eventbrite.com/e/r-ladies-coding-club-june-workshop-tickets-24865722044?aff=es2</a></p> <p>--------------------------------------------------------------------------------</p> <p><br/><b>Workshop Prerequisites:</b></p> <p><b>• Laptop installed with recent version of R &amp; RStudio</b></p> <p><b>• Minimum ability to enter and execute R code, both single &amp; multiple lines </b></p> <p><b>• Laptop charged with power for 90+ mins of programming</b></p> <p>The above points are solely the responsibility of the Attendee to address and the Organisers will assume these conditions have been met. We therefore warn now of the participation difficulties Attendees will face from not fulfilling the above.</p> <p>--------------------------------------------------------------------------------</p> <p><br/><b>Code of Conduct:</b> anyone who violates or has previously violated this community's <a href=""http://www.meetup.com/R-Ladies-Coding-Club-London/"">Code of Conduct</a> will be refused entry, expelled, and/or any other action deemed appropriate by the Organiser, regardless of any condition including event registration.</p> <p>--------------------------------------------------------------------------------</p> <p>As the Meetup RSVPs function is not being used to manage workshop entry, this has been closed to prevent further Meetup sign-ups - if you're on the Eventbrite Registration list we'll be expecting you, no problem :)</p> <p><br/>-------------------------------------------------------------------------------- </p> <p><img src=""http://photos4.meetupstatic.com/photos/event/1/e/d/2/600_450127890.jpeg"" /></p> ",,public,3,,,,6858902,Google Campus,51.52272415161133,-0.08481699973344803,FALSE,4-5 BONHILL STREET LONDON EC2A 4BX,London,gb,United Kingdom,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
1469121468e3,9000000,232782613,August Event - Transforming a Museum to be Data-Driven using R!,past,14701572e5,2016-08-02,18:00,1470167262e3,3600000,0,1,https://www.meetup.com/rladies-london/events/232782613/,"<p>R-Ladies' August monthly event! As decided by the Community, this event will <b>present Case Studies of applying R to real-world situations</b>, including transforming the British Museum into a data-driven organisation!</p> <p>Attendance is via Eventbrite only, NOT meetup sign-up!! <b>Register here</b>: <a href=""http://www.eventbrite.com/e/r-ladies-coding-club-transforming-a-museum-to-be-data-driven-using-r-tickets-26706064558?aff=es2"" class=""linkified"">http://www.eventbrite.com/e/r-ladies-coding-club-transforming-a-museum-to-be-data-driven-using-r-tickets-26706064558?aff=es2</a></p> <p><b>Timings</b>: 6pm is Doors Open, 6:30pm is Event Start</p> <p><b>NO LAPTOPS REQUIRED</b> :)</p> <p><b>Logistics</b>: come to the main Birkbeck building (<b>entrance via Torrington Square</b>), and ask at the reception as you enter the building for instructions to room <b>MAL 415</b></p> <p><br/><b><br/></b></p> <p>As always, all are welcome as community members regardless of gender, R proficiency, or other attribute - we aim to be a fully inclusive, diverse user group, whilst maintaining our commitment to promoting R amongst women.</p> <p>-------------------------------------------------------------------------------------</p> <p><b>Code of Conduct</b>: anyone who violates or has previously violated this community's Code of Conduct will be refused entry, expelled, and/or any other action deemed appropriate by the Organiser, regardless of event registration, meetup membership or other conditions.</p> ",,public,16,,,,24675081,"Room MAL 415, Birkbeck, University of London",51.52099609375,-0.12784400582313538,FALSE,"Malet Street, Bloomsbury","London, WC1E 7HX",gb,United Kingdom,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
1470394712e3,14400000,233139778,August drop-in clinic for Absolute R Beginners!! (Newbies + Mentors ONLY),past,14713632e5,2016-08-16,17:00,147143324e4,3600000,0,34,https://www.meetup.com/rladies-london/events/233139778/,"<p><b>R-Ladies running an August session for Absolute R Beginners!!</b> This informal evening drop-in clinic is an opportunity for <b>anyone completely new to R to get started</b> :) Female mentors welcome!</p> <p>Bring your (charged) laptop and we'll help you get up and running with the software, walk you through the R programming basics, help with FAQs, point you to relevant learning resources, and any other fundamental R questions you may have!</p> <p><b>Register on Eventbrite</b> to attend: <a href=""https://www.eventbrite.com/e/r-ladies-coding-club-august-drop-in-session-for-absolute-r-beginners-tickets-26956034224?aff=es2""><a href=""https://www.eventbrite.com/e/r-ladies-coding-club-august-drop-in-session-for-absolute-r-beginners-tickets-26956034224?aff=es2"" class=""linkified"">https://www.eventbrite.com/e/r-ladies-coding-club-august-drop-in-session-for-absolute-r-beginners-tickets-26956034224?aff=es2</a></a> </p> <p><b>Timings</b>: Clinic opens at 5pm and ends at 9pm - <b>please drop-in anytime you're free</b> within that timeframe, there'll be mentors hanging out all evening!</p> <p><b>LAPTOPS REQUIRED</b></p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/1/e/d/2/600_450127890.jpeg"" /></p> <p>---------------------------------------------------------------------------------</p> <p>As always, all are welcome as to learn regardless of gender, R proficiency, or other attribute - we aim to be a fully inclusive, diverse user group, whilst maintaining our commitment to promoting R amongst women. Please refer to &amp; note our Code of Conduct for further info.</p> ",,public,2,,,,6858902,Google Campus,51.52272415161133,-0.08481699973344803,FALSE,4-5 BONHILL STREET LONDON EC2A 4BX,London,gb,United Kingdom,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
1473104126e3,7200000,233894717,September R Knowledge Share: Build a simple Shiny App displaying ggplot2 graphs!,past,14737869e5,2016-09-13,18:15,1474057137e3,3600000,0,36,https://www.meetup.com/rladies-london/events/233894717/,"<p>In response to interest in learning Shiny &amp; data viz, Chiin is running an informal knowledge sharing session where <b>you'll learn how to develop this simple but functional interactive Shiny App in R</b>! </p> <p><img src=""http://photos4.meetupstatic.com/photos/event/5/e/f/c/600_453924316.jpeg"" /></p> <p>You can play with it here: <a href=""http://chiin.shinyapps.io/diamonds/"">chiin.shinyapps.io/diamonds/</a></p> <p><b>6.15pm is Session Start</b>!! </p> <p><br/>Remember <b>YOUR LAPTOP</b>!! And do bring refreshments for yourself as necessary (I'm coming straight from an appointment so can only bring my laptop!!)</p> <p>------------------------------------------------------------------------------</p> <p><b>LEARNING OUTCOMES</b>: how the Shiny package can be used to create data products, for example to showcase and allow exploration of ggplot2 graphs. <b>NOTE: some core knowledge of R is required to benefit from this session!!</b></p> <p><br/>Any ladies familiar with Shiny are encouraged to mentor at this session!!</p> <p><b>CAPACITY</b>: as this is an informal learning event with a single instructor, space will be limited to a manageable number! Please RSVP (not Eventbrite this time) to register for this Knowledge Share.</p> <p><b>FEMALE PRIORITY</b>: similarly due to limited capacity,<b> female members will be given priority to sign-up</b>. Any male learners wanting to attend, please do NOT use the RSVP and instead message Chiin nearer the event to see if there are spaces available.</p> <p><b>LOCATION</b>: come to the main Birkbeck building (entrance via Torrington Square), and ask at the reception as you enter the building for instructions to room MAL 402 </p> <p><br/><b>PRE-REQUISITES</b>: <b>R &amp; RStudio installed + attendees are expected to have basic understanding of core R activities</b> (installing &amp; calling packages &amp; built-in datasets, basic data manipulation, some understanding/ability with ggplot2, awareness of syntax for writing functions). <b>But no prior knowledge of Shiny required :)</b></p> <p>----------------------------------------------------------------------------</p> ",,public,26,36,PT15M,,24777144,"Room MAL 402, Birkbeck, University of London",51.52099609375,-0.12784400582313538,FALSE,"Malet Street, Bloomsbury",London WC1E 7HX,gb,United Kingdom,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,,,,,,,,,
1472047459e3,,233586620,Late September Social: R Picnic in the Park!! (St. James's Park),past,14748084e5,2016-09-25,14:00,1474827613e3,3600000,0,32,https://www.meetup.com/rladies-london/events/233586620/,"<p><b>R-Ladies London celebrates turning 6-Months Old!!</b></p> <p><br/>To mark our half-year birthday, we're planning to have either a <b>weekend picnic on sun 25th Sep</b>!! We'll have Birthday Cake and booze, and bread, houmous, crudités to enjoy!! Feel free to bring soft drinks/crisps/dips/other savoury or sweet edibles along though :)</p> <p>Please meet the group <b>outside</b> the <a href=""https://www.google.co.uk/maps/place/Inn+The+Park/@51.5053948,-0.1287113,16z/data=!4m5!3m4!1s0x487604db8e5d46fd:0xdb3fc1a19d87970!8m2!3d51.5040458!4d-0.1315652!6m1!1e1"">""Inn The Park""</a> restaurant in St. James's Park at <b>2pm</b>:</p> <p><img src=""http://photos2.meetupstatic.com/photos/event/e/3/a/9/600_454318281.jpeg"" /></p> <p>We hope to see loads of you at this social so you can get to know other ladies (and gentlemen!) in the R community! We can't stress enough the value of collaborative learning, particularly with a language as 'quirky' as R, so <b>we really encourage you to make friends and contacts within R-Ladies, to build up your personal network of like-minded women who code </b>:) </p> <p>#LeanInTogether</p> <p>------------------------------------------------------------------------------------</p> <p><b>Inclusivity</b>: as always, all are welcome to participate as attendees regardless of gender or any other characteristic! </p> <p><b>Code of Conduct</b>: and please abide by our community rules!</p> ",,public,24,,,,18469942,Inn The Park (Restaurant),51.5030403137207,-0.13022099435329437,FALSE,"Inn The Park, St. James's Park, London, SW1A 2BJ",London,gb,United Kingdom,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,27295642,Late September Social: R Picnic in the Park!! (St. James's Park),2,,,,,,,,,,,
